sample interval	   MLII
1678	 -0.150
1679	 -0.125
1680	 -0.105
1681	 -0.095
1682	 -0.090
1683	 -0.090
1684	 -0.075
1685	 -0.060
1686	 -0.065
1687	 -0.080
1688	 -0.095
1689	 -0.110
1690	 -0.105
1691	 -0.100
1692	 -0.100
1693	 -0.125
1694	 -0.170
1695	 -0.225
1696	 -0.270
1697	 -0.295
1698	 -0.305
1699	 -0.325
1700	 -0.345
1701	 -0.340
1702	 -0.335
1703	 -0.325
1704	 -0.320
1705	 -0.330
1706	 -0.340
1707	 -0.350
1708	 -0.340
1709	 -0.320
1710	 -0.320
1711	 -0.320
1712	 -0.320
1713	 -0.325
1714	 -0.325
1715	 -0.320
1716	 -0.300
1717	 -0.295
1718	 -0.305
1719	 -0.310
1720	 -0.310
1721	 -0.305
1722	 -0.290
1723	 -0.280
1724	 -0.305
1725	 -0.310
1726	 -0.315
1727	 -0.325
1728	 -0.310
1729	 -0.300
1730	 -0.255
1731	 -0.180
1732	 -0.045
1733	  0.135
1734	  0.320
1735	  0.495
1736	  0.675
1737	  0.855
1738	1.015
1739	1.135
1740	1.200
1741	1.205
1742	1.100
1743	  0.950
1744	  0.820
1745	  0.745
1746	  0.660
1747	  0.520
1748	  0.355
1749	  0.240
1750	  0.155
1751	  0.140
1752	  0.080
1753	 -0.020
1754	 -0.125
1755	 -0.220
1756	 -0.290
1757	 -0.325
1758	 -0.355
1759	 -0.395
1760	 -0.435
1761	 -0.455
1762	 -0.460
1763	 -0.475
1764	 -0.480
1765	 -0.495
1766	 -0.500
1767	 -0.510
1768	 -0.500
1769	 -0.485
1770	 -0.475
1771	 -0.480
1772	 -0.495
1773	 -0.490
1774	 -0.485
1775	 -0.475
1776	 -0.445
1777	 -0.460
1778	 -0.485
1779	 -0.495
1780	 -0.490
1781	 -0.480
1782	 -0.465
1783	 -0.465
1784	 -0.470
1785	 -0.480
1786	 -0.475
1787	 -0.460
1788	 -0.470
1789	 -0.460
1790	 -0.470
1791	 -0.470
1792	 -0.480
1793	 -0.485
1794	 -0.475
1795	 -0.475
1796	 -0.490
1797	 -0.510
1798	 -0.510
1799	 -0.510
1800	 -0.495
1801	 -0.500
1802	 -0.510
1803	 -0.505
1804	 -0.495
1805	 -0.505
1806	 -0.490
1807	 -0.490
1808	 -0.495
1809	 -0.495
1810	 -0.485
1811	 -0.470
1812	 -0.465
1813	 -0.485
1814	 -0.480
1815	 -0.485
1816	 -0.470
1817	 -0.440
1818	 -0.430
1819	 -0.440
1820	 -0.435
1821	 -0.425
1822	 -0.405
1823	 -0.400
1824	 -0.385
1825	 -0.365
1826	 -0.355
1827	 -0.350
1828	 -0.330
1829	 -0.315
1830	 -0.290
1831	 -0.275
1832	 -0.270
1833	 -0.265
1834	 -0.250
1835	 -0.245
1836	 -0.215
1837	 -0.200
1838	 -0.190
1839	 -0.195
1840	 -0.175
1841	 -0.160
1842	 -0.155
1843	 -0.150
1844	 -0.160
1845	 -0.165
1846	 -0.160
1847	 -0.155
1848	 -0.155
1849	 -0.170
1850	 -0.185
1851	 -0.200
1852	 -0.210
1853	 -0.195
1854	 -0.200
1855	 -0.210
1856	 -0.235
1857	 -0.240
1858	 -0.245
1859	 -0.235
1860	 -0.220
1861	 -0.230
1862	 -0.255
1863	 -0.270
1864	 -0.275
1865	 -0.265
1866	 -0.260
1867	 -0.265
1868	 -0.265
1869	 -0.275
1870	 -0.285
1871	 -0.275
1872	 -0.265
1873	 -0.260
1874	 -0.275
1875	 -0.290
1876	 -0.280
1877	 -0.295
1878	 -0.280
1879	 -0.285
1880	 -0.290
1881	 -0.310
1882	 -0.295
1883	 -0.285
1884	 -0.285
1885	 -0.295
1886	 -0.310
1887	 -0.325
1888	 -0.310
1889	 -0.295
1890	 -0.285
1891	 -0.295
1892	 -0.305
1893	 -0.305
1894	 -0.310
1895	 -0.295
1896	 -0.290
1897	 -0.290
1898	 -0.300
1899	 -0.305
1900	 -0.295
1901	 -0.300
1902	 -0.300
1903	 -0.295
1904	 -0.285
1905	 -0.295
1906	 -0.290
1907	 -0.280
1908	 -0.275
1909	 -0.290
1910	 -0.305
1911	 -0.305
1912	 -0.295
1913	 -0.285
1914	 -0.275
1915	 -0.290
1916	 -0.295
1917	 -0.310
1918	 -0.300
1919	 -0.295
1920	 -0.275
1921	 -0.275
1922	 -0.290
1923	 -0.300
1924	 -0.305
1925	 -0.290
1926	 -0.290
1927	 -0.285
1928	 -0.280
1929	 -0.285
1930	 -0.290
1931	 -0.285
1932	 -0.280
1933	 -0.285
1934	 -0.275
1935	 -0.285
1936	 -0.275
1937	 -0.265
1938	 -0.265
1939	 -0.265
1940	 -0.265
1941	 -0.255
1942	 -0.220
1943	 -0.185
1944	 -0.175
1945	 -0.180
1946	 -0.200
1947	 -0.215
1948	 -0.190
1949	 -0.160
1950	 -0.125
1951	 -0.115
1952	 -0.110
1953	 -0.115
1954	 -0.115
1955	 -0.100
1956	 -0.075
1957	 -0.075
1958	 -0.085
1959	 -0.100
1960	 -0.095
1961	 -0.085
1962	 -0.100
1963	 -0.120
1964	 -0.125
1965	 -0.145
1966	 -0.165
1967	 -0.195
1968	 -0.245
1969	 -0.300
1970	 -0.325
1971	 -0.350
1972	 -0.350
1973	 -0.340
1974	 -0.340
1975	 -0.350
1976	 -0.360
1977	 -0.370
1978	 -0.355
1979	 -0.340
1980	 -0.335
1981	 -0.345
1982	 -0.335
1983	 -0.350
1984	 -0.350
1985	 -0.340
1986	 -0.340
1987	 -0.335
1988	 -0.335
1989	 -0.350
1990	 -0.340
1991	 -0.325
1992	 -0.310
1993	 -0.295
1994	 -0.325
1995	 -0.325
1996	 -0.310
1997	 -0.320
1998	 -0.315
1999	 -0.315
2000	 -0.330
2001	 -0.335
2002	 -0.320
2003	 -0.275
2004	 -0.215
2005	 -0.100
2006	  0.010
2007	  0.165
2008	  0.340
2009	  0.525
2010	  0.705
2011	  0.860
2012	  0.980
2013	1.080
2014	1.180
2015	1.205
2016	1.155
2017	1.025
2018	  0.880
2019	  0.770
2020	  0.685
2021	  0.595
2022	  0.480
2023	  0.330
2024	  0.220
2025	  0.165
2026	  0.090
2027	  0.015
2028	 -0.080
2029	 -0.175
2030	 -0.250
2031	 -0.310
2032	 -0.360
2033	 -0.415
2034	 -0.465
2035	 -0.490
2036	 -0.505
2037	 -0.520
2038	 -0.525
2039	 -0.535
2040	 -0.530
2041	 -0.530
2042	 -0.525
2043	 -0.550
2044	 -0.550
2045	 -0.555
2046	 -0.530
2047	 -0.525
2048	 -0.530
2049	 -0.530
2050	 -0.525
2051	 -0.525
2052	 -0.520
2053	 -0.525
2054	 -0.530
2055	 -0.520
2056	 -0.505
2057	 -0.510
2058	 -0.505
2059	 -0.505
2060	 -0.520
2061	 -0.525
2062	 -0.520
2063	 -0.505
2064	 -0.505
2065	 -0.505
2066	 -0.520
2067	 -0.525
2068	 -0.535
2069	 -0.530
2070	 -0.525
2071	 -0.525
2072	 -0.525
2073	 -0.530
2074	 -0.525
2075	 -0.525
2076	 -0.520
2077	 -0.525
2078	 -0.535
2079	 -0.530
2080	 -0.530
2081	 -0.520
2082	 -0.515
2083	 -0.530
2084	 -0.525
2085	 -0.530
2086	 -0.530
2087	 -0.510
2088	 -0.495
2089	 -0.495
2090	 -0.495
2091	 -0.505
2092	 -0.490
2093	 -0.465
2094	 -0.440
2095	 -0.435
2096	 -0.435
2097	 -0.445
2098	 -0.430
2099	 -0.405
2100	 -0.375
2101	 -0.365
2102	 -0.345
2103	 -0.335
2104	 -0.335
2105	 -0.315
2106	 -0.290
2107	 -0.300
2108	 -0.275
2109	 -0.275
2110	 -0.250
2111	 -0.230
2112	 -0.220
2113	 -0.220
2114	 -0.210
2115	 -0.215
2116	 -0.190
2117	 -0.180
2118	 -0.165
2119	 -0.170
2120	 -0.185
2121	 -0.205
2122	 -0.195
2123	 -0.190
2124	 -0.185
2125	 -0.185
2126	 -0.200
2127	 -0.210
2128	 -0.225
2129	 -0.220
2130	 -0.220
2131	 -0.235
2132	 -0.240
2133	 -0.260
2134	 -0.270
2135	 -0.275
2136	 -0.270
2137	 -0.275
2138	 -0.280
2139	 -0.290
2140	 -0.285
2141	 -0.275
2142	 -0.275
2143	 -0.290
2144	 -0.295
2145	 -0.310
2146	 -0.310
2147	 -0.295
2148	 -0.275
2149	 -0.295
2150	 -0.300
2151	 -0.315
2152	 -0.320
2153	 -0.310
2154	 -0.295
2155	 -0.300
2156	 -0.315
2157	 -0.335
2158	 -0.320
2159	 -0.315
2160	 -0.305
2161	 -0.315
2162	 -0.320
2163	 -0.325
2164	 -0.320
2165	 -0.315
2166	 -0.315
2167	 -0.310
2168	 -0.330
2169	 -0.335
2170	 -0.315
2171	 -0.320
2172	 -0.310
2173	 -0.310
2174	 -0.325
2175	 -0.335
2176	 -0.325
2177	 -0.310
2178	 -0.305
2179	 -0.300
2180	 -0.315
2181	 -0.320
2182	 -0.310
2183	 -0.305
2184	 -0.290
2185	 -0.300
2186	 -0.315
2187	 -0.310
2188	 -0.315
2189	 -0.305
2190	 -0.305
2191	 -0.310
2192	 -0.315
2193	 -0.315
2194	 -0.310
2195	 -0.300
2196	 -0.290
2197	 -0.310
2198	 -0.315
2199	 -0.330
2200	 -0.315
2201	 -0.295
2202	 -0.295
2203	 -0.300
2204	 -0.300
2205	 -0.315
2206	 -0.300
2207	 -0.290
2208	 -0.285
2209	 -0.285
2210	 -0.295
2211	 -0.305
2212	 -0.310
2213	 -0.295
2214	 -0.280
2215	 -0.270
2216	 -0.255
2217	 -0.250
2218	 -0.220
2219	 -0.205
2220	 -0.190
2221	 -0.195
2222	 -0.210
2223	 -0.220
2224	 -0.195
2225	 -0.175
2226	 -0.160
2227	 -0.155
2228	 -0.150
2229	 -0.145
2230	 -0.130
2231	 -0.110
2232	 -0.095
2233	 -0.110
2234	 -0.105
2235	 -0.125
2236	 -0.135
2237	 -0.130
2238	 -0.125
2239	 -0.140
2240	 -0.155
2241	 -0.200
2242	 -0.240
2243	 -0.275
2244	 -0.300
2245	 -0.320
2246	 -0.345
2247	 -0.380
2248	 -0.385
2249	 -0.370
2250	 -0.355
2251	 -0.365
2252	 -0.375
2253	 -0.380
2254	 -0.365
2255	 -0.355
2256	 -0.355
2257	 -0.360
2258	 -0.360
2259	 -0.370
2260	 -0.355
2261	 -0.345
2262	 -0.345
2263	 -0.335
2264	 -0.340
2265	 -0.340
2266	 -0.340
2267	 -0.325
2268	 -0.315
2269	 -0.320
2270	 -0.335
2271	 -0.345
2272	 -0.325
2273	 -0.345
2274	 -0.325
2275	 -0.315
2276	 -0.285
2277	 -0.185
2278	 -0.025
2279	  0.165
2280	  0.375
2281	  0.595
2282	  0.760
2283	  0.945
2284	1.090
2285	1.200
2286	1.280
2287	1.255
2288	1.145
2289	  0.995
2290	  0.850
2291	  0.730
2292	  0.625
2293	  0.470
2294	  0.305
2295	  0.175
2296	  0.100
2297	  0.035
2298	 -0.060
2299	 -0.145
2300	 -0.235
2301	 -0.290
2302	 -0.335
2303	 -0.385
2304	 -0.435
2305	 -0.460
2306	 -0.490
2307	 -0.495
2308	 -0.510
2309	 -0.525
2310	 -0.535
2311	 -0.540
2312	 -0.535
2313	 -0.555
2314	 -0.560
2315	 -0.530
2316	 -0.520
2317	 -0.520
2318	 -0.525
2319	 -0.540
2320	 -0.530
2321	 -0.525
2322	 -0.520
2323	 -0.520
2324	 -0.515
2325	 -0.525
2326	 -0.515
2327	 -0.500
2328	 -0.500
2329	 -0.505
2330	 -0.510
2331	 -0.530
2332	 -0.530
2333	 -0.510
2334	 -0.510
2335	 -0.505
2336	 -0.505
2337	 -0.510
2338	 -0.530
2339	 -0.510
2340	 -0.500
2341	 -0.505
2342	 -0.515
2343	 -0.525
2344	 -0.520
2345	 -0.500
2346	 -0.495
2347	 -0.495
2348	 -0.515
2349	 -0.520
2350	 -0.525
2351	 -0.510
2352	 -0.510
2353	 -0.510
2354	 -0.500
2355	 -0.500
2356	 -0.490
2357	 -0.480
2358	 -0.485
2359	 -0.470
2360	 -0.460
2361	 -0.465
2362	 -0.450
2363	 -0.435
2364	 -0.420
2365	 -0.415
2366	 -0.410
2367	 -0.410
2368	 -0.400
2369	 -0.360
2370	 -0.340
2371	 -0.330
2372	 -0.310
2373	 -0.310
2374	 -0.300
2375	 -0.275
2376	 -0.255
2377	 -0.235
2378	 -0.230
2379	 -0.235
2380	 -0.210
2381	 -0.190
2382	 -0.175
2383	 -0.160
2384	 -0.160
2385	 -0.160
2386	 -0.165
2387	 -0.170
2388	 -0.180
2389	 -0.175
2390	 -0.185
2391	 -0.205
2392	 -0.205
2393	 -0.200
2394	 -0.210
2395	 -0.220
2396	 -0.225
2397	 -0.250
2398	 -0.250
2399	 -0.250
2400	 -0.260
2401	 -0.260
2402	 -0.270
2403	 -0.295
2404	 -0.285
2405	 -0.260
2406	 -0.260
2407	 -0.270
2408	 -0.275
2409	 -0.305
2410	 -0.300
2411	 -0.295
2412	 -0.295
2413	 -0.290
2414	 -0.285
2415	 -0.300
2416	 -0.305
2417	 -0.300
2418	 -0.295
2419	 -0.300
2420	 -0.310
2421	 -0.315
2422	 -0.315
2423	 -0.305
2424	 -0.300
2425	 -0.305
2426	 -0.300
2427	 -0.320
2428	 -0.320
2429	 -0.315
2430	 -0.320
2431	 -0.325
2432	 -0.320
2433	 -0.330
2434	 -0.330
2435	 -0.320
2436	 -0.305
2437	 -0.310
2438	 -0.315
2439	 -0.320
2440	 -0.315
2441	 -0.305
2442	 -0.300
2443	 -0.305
2444	 -0.305
2445	 -0.330
2446	 -0.320
2447	 -0.305
2448	 -0.300
2449	 -0.305
2450	 -0.295
2451	 -0.300
2452	 -0.325
2453	 -0.305
2454	 -0.290
2455	 -0.295
2456	 -0.300
2457	 -0.315
2458	 -0.320
2459	 -0.310
2460	 -0.305
2461	 -0.300
2462	 -0.310
2463	 -0.320
2464	 -0.310
2465	 -0.305
2466	 -0.295
2467	 -0.295
2468	 -0.310
2469	 -0.315
2470	 -0.320
2471	 -0.310
2472	 -0.310
2473	 -0.305
2474	 -0.310
2475	 -0.305
2476	 -0.305
2477	 -0.290
2478	 -0.260
2479	 -0.250
2480	 -0.240
2481	 -0.250
2482	 -0.235
2483	 -0.220
2484	 -0.210
2485	 -0.225
2486	 -0.220
2487	 -0.225
2488	 -0.180
2489	 -0.160
2490	 -0.145
2491	 -0.125
2492	 -0.135
2493	 -0.125
2494	 -0.110
2495	 -0.105
2496	 -0.110
2497	 -0.115
2498	 -0.135
2499	 -0.155
2500	 -0.155
2501	 -0.170
2502	 -0.175
2503	 -0.195
2504	 -0.235
2505	 -0.280
2506	 -0.325
2507	 -0.330
2508	 -0.345
2509	 -0.360
2510	 -0.375
2511	 -0.380
2512	 -0.375
2513	 -0.380
2514	 -0.380
2515	 -0.380
2516	 -0.390
2517	 -0.375
2518	 -0.355
2519	 -0.355
2520	 -0.350
2521	 -0.345
2522	 -0.345
2523	 -0.350
2524	 -0.345
2525	 -0.340
2526	 -0.330
2527	 -0.325
2528	 -0.335
2529	 -0.340
2530	 -0.340
2531	 -0.320
2532	 -0.310
2533	 -0.325
2534	 -0.320
2535	 -0.335
2536	 -0.340
2537	 -0.320
2538	 -0.315
2539	 -0.275
2540	 -0.195
2541	 -0.050
2542	  0.115
2543	  0.315
2544	  0.480
2545	  0.670
2546	  0.830
2547	  0.955
2548	1.080
2549	1.165
2550	1.220
2551	1.200
2552	1.090
2553	  0.930
2554	  0.810
2555	  0.720
2556	  0.615
2557	  0.440
2558	  0.260
2559	  0.125
2560	  0.035
2561	 -0.030
2562	 -0.095
2563	 -0.195
2564	 -0.280
2565	 -0.330
2566	 -0.365
2567	 -0.385
2568	 -0.420
2569	 -0.465
2570	 -0.495
2571	 -0.515
2572	 -0.525
2573	 -0.530
2574	 -0.525
2575	 -0.530
2576	 -0.525
2577	 -0.540
2578	 -0.535
2579	 -0.525
2580	 -0.520
2581	 -0.520
2582	 -0.535
2583	 -0.515
2584	 -0.515
2585	 -0.500
2586	 -0.520
2587	 -0.520
2588	 -0.510
2589	 -0.525
2590	 -0.520
2591	 -0.495
2592	 -0.490
2593	 -0.520
2594	 -0.510
2595	 -0.515
2596	 -0.510
2597	 -0.505
2598	 -0.505
2599	 -0.510
2600	 -0.500
2601	 -0.515
2602	 -0.520
2603	 -0.515
2604	 -0.515
2605	 -0.525
2606	 -0.510
2607	 -0.520
2608	 -0.505
2609	 -0.500
2610	 -0.500
2611	 -0.510
2612	 -0.510
2613	 -0.510
2614	 -0.510
2615	 -0.500
2616	 -0.500
2617	 -0.500
2618	 -0.500
2619	 -0.495
2620	 -0.485
2621	 -0.455
2622	 -0.460
2623	 -0.440
2624	 -0.460
2625	 -0.455
2626	 -0.435
2627	 -0.405
2628	 -0.400
2629	 -0.395
2630	 -0.400
2631	 -0.400
2632	 -0.370
2633	 -0.345
2634	 -0.325
2635	 -0.315
2636	 -0.305
2637	 -0.290
2638	 -0.270
2639	 -0.245
2640	 -0.225
2641	 -0.225
2642	 -0.205
2643	 -0.220
2644	 -0.195
2645	 -0.185
2646	 -0.175
2647	 -0.180
2648	 -0.190
2649	 -0.195
2650	 -0.185
2651	 -0.190
2652	 -0.200
2653	 -0.195
2654	 -0.220
2655	 -0.240
2656	 -0.240
2657	 -0.240
2658	 -0.230
2659	 -0.235
2660	 -0.240
2661	 -0.265
2662	 -0.265
2663	 -0.255
2664	 -0.255
2665	 -0.260
2666	 -0.265
2667	 -0.270
2668	 -0.280
2669	 -0.265
2670	 -0.250
2671	 -0.270
2672	 -0.280
2673	 -0.290
2674	 -0.280
2675	 -0.275
2676	 -0.280
2677	 -0.275
2678	 -0.280
2679	 -0.290
2680	 -0.295
2681	 -0.290
2682	 -0.300
2683	 -0.280
2684	 -0.300
2685	 -0.295
2686	 -0.295
2687	 -0.280
2688	 -0.280
2689	 -0.280
2690	 -0.290
2691	 -0.300
2692	 -0.275
2693	 -0.270
2694	 -0.275
2695	 -0.285
2696	 -0.285
2697	 -0.290
2698	 -0.275
2699	 -0.280
2700	 -0.265
2701	 -0.270
2702	 -0.290
2703	 -0.300
2704	 -0.275
2705	 -0.285
2706	 -0.270
2707	 -0.275
2708	 -0.280
2709	 -0.285
2710	 -0.280
2711	 -0.265
2712	 -0.270
2713	 -0.260
2714	 -0.275
2715	 -0.280
2716	 -0.275
2717	 -0.255
2718	 -0.245
2719	 -0.245
2720	 -0.265
2721	 -0.285
2722	 -0.275
2723	 -0.275
2724	 -0.255
2725	 -0.255
2726	 -0.255
2727	 -0.270
2728	 -0.265
2729	 -0.255
2730	 -0.235
2731	 -0.230
2732	 -0.235
2733	 -0.250
2734	 -0.235
2735	 -0.205
2736	 -0.175
2737	 -0.155
2738	 -0.160
2739	 -0.160
2740	 -0.160
2741	 -0.155
2742	 -0.150
2743	 -0.140
2744	 -0.115
2745	 -0.105
2746	 -0.080
2747	 -0.070
2748	 -0.055
2749	 -0.045
2750	 -0.045
2751	 -0.055
2752	 -0.050
2753	 -0.065
2754	 -0.070
2755	 -0.070
2756	 -0.080
2757	 -0.100
2758	 -0.120
2759	 -0.160
2760	 -0.195
2761	 -0.250
2762	 -0.290
2763	 -0.315
2764	 -0.315
2765	 -0.320
2766	 -0.295
2767	 -0.310
2768	 -0.320
2769	 -0.315
2770	 -0.315
2771	 -0.295
2772	 -0.275
2773	 -0.280
2774	 -0.290
2775	 -0.315
2776	 -0.295
2777	 -0.290
2778	 -0.290
2779	 -0.275
2780	 -0.290
2781	 -0.300
2782	 -0.290
2783	 -0.275
2784	 -0.265
2785	 -0.255
2786	 -0.265
2787	 -0.290
2788	 -0.295
2789	 -0.285
2790	 -0.255
2791	 -0.220
2792	 -0.155
2793	 -0.075
2794	  0.060
2795	  0.210
2796	  0.380
2797	  0.555
2798	  0.745
2799	  0.915
2800	1.065
2801	1.165
2802	1.250
2803	1.220
2804	1.095
2805	  0.930
2806	  0.795
2807	  0.680
2808	  0.570
2809	  0.410
2810	  0.275
2811	  0.195
2812	  0.130
2813	  0.035
2814	 -0.055
2815	 -0.130
2816	 -0.195
2817	 -0.255
2818	 -0.310
2819	 -0.345
2820	 -0.370
2821	 -0.405
2822	 -0.425
2823	 -0.440
2824	 -0.450
2825	 -0.450
2826	 -0.450
2827	 -0.465
2828	 -0.460
2829	 -0.480
2830	 -0.460
2831	 -0.445
2832	 -0.430
2833	 -0.435
2834	 -0.450
2835	 -0.465
2836	 -0.460
2837	 -0.450
2838	 -0.445
2839	 -0.430
2840	 -0.440
2841	 -0.440
2842	 -0.455
2843	 -0.430
2844	 -0.440
2845	 -0.435
2846	 -0.435
2847	 -0.445
2848	 -0.445
2849	 -0.435
2850	 -0.435
2851	 -0.435
2852	 -0.445
2853	 -0.440
2854	 -0.435
2855	 -0.430
2856	 -0.430
2857	 -0.440
2858	 -0.440
2859	 -0.435
2860	 -0.435
2861	 -0.430
2862	 -0.420
2863	 -0.430
2864	 -0.440
2865	 -0.440
2866	 -0.445
2867	 -0.435
2868	 -0.410
2869	 -0.415
2870	 -0.415
2871	 -0.430
2872	 -0.415
2873	 -0.405
2874	 -0.390
2875	 -0.380
2876	 -0.385
2877	 -0.395
2878	 -0.385
2879	 -0.360
2880	 -0.330
2881	 -0.320
2882	 -0.310
2883	 -0.310
2884	 -0.310
2885	 -0.280
2886	 -0.245
2887	 -0.225
2888	 -0.210
2889	 -0.205
2890	 -0.195
2891	 -0.165
2892	 -0.150
2893	 -0.140
2894	 -0.135
2895	 -0.115
2896	 -0.110
2897	 -0.095
2898	 -0.095
2899	 -0.105
2900	 -0.110
2901	 -0.115
2902	 -0.105
2903	 -0.110
2904	 -0.110
2905	 -0.125
2906	 -0.140
2907	 -0.150
2908	 -0.155
2909	 -0.150
2910	 -0.155
2911	 -0.170
2912	 -0.175
2913	 -0.190
2914	 -0.180
2915	 -0.170
2916	 -0.175
2917	 -0.175
2918	 -0.190
2919	 -0.210
2920	 -0.200
2921	 -0.200
2922	 -0.195
2923	 -0.200
2924	 -0.215
2925	 -0.220
2926	 -0.225
2927	 -0.215
2928	 -0.195
2929	 -0.220
2930	 -0.205
2931	 -0.230
2932	 -0.230
2933	 -0.220
2934	 -0.215
2935	 -0.215
2936	 -0.230
2937	 -0.250
2938	 -0.240
2939	 -0.230
2940	 -0.220
2941	 -0.215
2942	 -0.230
2943	 -0.230
2944	 -0.220
2945	 -0.225
2946	 -0.230
2947	 -0.230
2948	 -0.220
2949	 -0.230
2950	 -0.230
2951	 -0.225
2952	 -0.215
2953	 -0.220
2954	 -0.220
2955	 -0.225
2956	 -0.225
2957	 -0.210
2958	 -0.215
2959	 -0.210
2960	 -0.215
2961	 -0.215
2962	 -0.215
2963	 -0.210
2964	 -0.200
2965	 -0.215
2966	 -0.225
2967	 -0.230
2968	 -0.215
2969	 -0.200
2970	 -0.205
2971	 -0.205
2972	 -0.200
2973	 -0.215
2974	 -0.195
2975	 -0.190
2976	 -0.175
2977	 -0.190
2978	 -0.210
2979	 -0.220
2980	 -0.215
2981	 -0.195
2982	 -0.190
2983	 -0.185
2984	 -0.175
2985	 -0.150
2986	 -0.115
2987	 -0.095
2988	 -0.090
2989	 -0.110
2990	 -0.120
2991	 -0.130
2992	 -0.110
2993	 -0.070
2994	 -0.050
2995	 -0.040
2996	 -0.035
2997	 -0.050
2998	 -0.040
2999	 -0.005
3000	  0.010
3001	  0.000
3002	 -0.020
3003	 -0.045
3004	 -0.045
3005	 -0.040
3006	 -0.055
3007	 -0.090
3008	 -0.160
3009	 -0.220
3010	 -0.270
3011	 -0.260
3012	 -0.265
3013	 -0.265
3014	 -0.275
3015	 -0.290
3016	 -0.280
3017	 -0.285
3018	 -0.270
3019	 -0.255
3020	 -0.265
3021	 -0.265
3022	 -0.260
3023	 -0.260
3024	 -0.260
3025	 -0.260
3026	 -0.265
3027	 -0.265
3028	 -0.245
3029	 -0.235
3030	 -0.230
3031	 -0.220
3032	 -0.225
3033	 -0.245
3034	 -0.225
3035	 -0.215
3036	 -0.205
3037	 -0.205
3038	 -0.230
3039	 -0.245
3040	 -0.225
3041	 -0.190
3042	 -0.105
3043	  0.025
3044	  0.200
3045	  0.390
3046	  0.615
3047	  0.830
3048	1.005
3049	1.130
3050	1.210
3051	1.270
3052	1.320
3053	1.275
3054	1.145
3055	  0.970
3056	  0.840
3057	  0.715
3058	  0.550
3059	  0.410
3060	  0.310
3061	  0.235
3062	  0.155
3063	  0.040
3064	 -0.060
3065	 -0.140
3066	 -0.185
3067	 -0.240
3068	 -0.290
3069	 -0.350
3070	 -0.370
3071	 -0.370
3072	 -0.385
3073	 -0.405
3074	 -0.430
3075	 -0.435
3076	 -0.430
3077	 -0.430
3078	 -0.430
3079	 -0.420
3080	 -0.435
3081	 -0.435
3082	 -0.430
3083	 -0.420
3084	 -0.395
3085	 -0.405
3086	 -0.405
3087	 -0.420
3088	 -0.415
3089	 -0.390
3090	 -0.380
3091	 -0.395
3092	 -0.410
3093	 -0.420
3094	 -0.415
3095	 -0.405
3096	 -0.385
3097	 -0.390
3098	 -0.415
3099	 -0.420
3100	 -0.415
3101	 -0.395
3102	 -0.390
3103	 -0.390
3104	 -0.400
3105	 -0.440
3106	 -0.445
3107	 -0.420
3108	 -0.405
3109	 -0.415
3110	 -0.410
3111	 -0.425
3112	 -0.425
3113	 -0.420
3114	 -0.405
3115	 -0.420
3116	 -0.430
3117	 -0.430
3118	 -0.430
3119	 -0.420
3120	 -0.405
3121	 -0.400
3122	 -0.410
3123	 -0.405
3124	 -0.390
3125	 -0.380
3126	 -0.365
3127	 -0.345
3128	 -0.335
3129	 -0.330
3130	 -0.315
3131	 -0.305
3132	 -0.280
3133	 -0.275
3134	 -0.270
3135	 -0.270
3136	 -0.250
3137	 -0.225
3138	 -0.205
3139	 -0.195
3140	 -0.180
3141	 -0.185
3142	 -0.160
3143	 -0.135
3144	 -0.110
3145	 -0.100
3146	 -0.100
3147	 -0.105
3148	 -0.110
3149	 -0.100
3150	 -0.080
3151	 -0.095
3152	 -0.095
3153	 -0.125
3154	 -0.115
3155	 -0.110
3156	 -0.115
3157	 -0.115
3158	 -0.125
3159	 -0.155
3160	 -0.150
3161	 -0.135
3162	 -0.145
3163	 -0.145
3164	 -0.150
3165	 -0.165
3166	 -0.175
3167	 -0.170
3168	 -0.180
3169	 -0.185
3170	 -0.200
3171	 -0.200
3172	 -0.195
3173	 -0.190
3174	 -0.200
3175	 -0.190
3176	 -0.200
3177	 -0.205
3178	 -0.205
3179	 -0.205
3180	 -0.195
3181	 -0.200
3182	 -0.215
3183	 -0.225
3184	 -0.225
3185	 -0.220
3186	 -0.225
3187	 -0.235
3188	 -0.235
3189	 -0.230
3190	 -0.215
3191	 -0.215
3192	 -0.210
3193	 -0.210
3194	 -0.215
3195	 -0.225
3196	 -0.210
3197	 -0.205
3198	 -0.200
3199	 -0.215
3200	 -0.225
3201	 -0.235
3202	 -0.230
3203	 -0.215
3204	 -0.195
3205	 -0.195
3206	 -0.205
3207	 -0.230
3208	 -0.225
3209	 -0.215
3210	 -0.205
3211	 -0.210
3212	 -0.225
3213	 -0.230
3214	 -0.215
3215	 -0.220
3216	 -0.225
3217	 -0.230
3218	 -0.225
3219	 -0.220
3220	 -0.220
3221	 -0.205
3222	 -0.205
3223	 -0.210
3224	 -0.215
3225	 -0.225
3226	 -0.220
3227	 -0.220
3228	 -0.220
3229	 -0.215
3230	 -0.220
3231	 -0.230
3232	 -0.215
3233	 -0.200
3234	 -0.205
3235	 -0.205
3236	 -0.215
3237	 -0.205
3238	 -0.180
3239	 -0.145
3240	 -0.120
3241	 -0.120
3242	 -0.135
3243	 -0.145
3244	 -0.125
3245	 -0.095
3246	 -0.065
3247	 -0.045
3248	 -0.050
