sample interval	   ECG1	   ECG2
            945	 -0.045	 -0.065
            946	 -0.055	 -0.195
            947	 -0.075	 -0.185
            948	 -0.065	 -0.175
            949	 -0.065	 -0.125
            950	 -0.055	 -0.175
            951	 -0.055	 -0.105
            952	 -0.045	 -0.195
            953	 -0.065	 -0.205
            954	 -0.065	 -0.185
            955	 -0.055	 -0.165
            956	 -0.055	 -0.155
            957	 -0.085	 -0.165
            958	 -0.045	 -0.065
            959	 -0.045	 -0.195
            960	 -0.055	 -0.155
            961	 -0.055	 -0.175
            962	 -0.055	 -0.115
            963	 -0.045	 -0.155
            964	 -0.035	 -0.165
            965	 -0.065	 -0.175
            966	 -0.055	 -0.155
            967	 -0.045	 -0.135
            968	 -0.045	 -0.135
            969	 -0.045	 -0.145
            970	 -0.075	 -0.105
            971	 -0.035	 -0.085
            972	 -0.045	 -0.225
            973	 -0.045	 -0.185
            974	 -0.055	 -0.155
            975	 -0.045	 -0.145
            976	 -0.035	 -0.115
            977	 -0.045	 -0.165
            978	 -0.045	 -0.145
            979	 -0.035	 -0.135
            980	 -0.025	 -0.145
            981	 -0.025	 -0.115
            982	 -0.035	 -0.125
            983	 -0.025	 -0.015
            984	 -0.035	 -0.185
            985	 -0.055	 -0.175
            986	 -0.045	 -0.155
            987	 -0.045	 -0.195
            988	 -0.015	 -0.135
            989	 -0.035	 -0.195
            990	 -0.045	 -0.185
            991	 -0.045	 -0.165
            992	 -0.055	 -0.165
            993	 -0.065	 -0.155
            994	 -0.095	 -0.115
            995	 -0.045	 -0.085
            996	 -0.035	 -0.195
            997	 -0.035	 -0.175
            998	 -0.035	 -0.155
            999	 -0.075	 -0.145
           1000	 -0.005	  0.015
           1001	  0.145	 -0.125
           1002	  0.545	 -0.095
           1003	  1.180	 -0.085
           1004	  1.505	 -0.145
           1005	  1.255	 -0.215
           1006	  0.615	  0.055
           1007	 -0.025	  0.365
           1008	 -0.555	  0.525
           1009	 -0.465	  0.585
           1010	 -0.485	  0.595
           1011	 -0.455	  0.785
           1012	 -0.455	  0.775
           1013	 -0.395	  0.825
           1014	 -0.235	  0.705
           1015	 -0.115	  0.265
           1016	 -0.115	 -0.085
           1017	 -0.105	 -0.075
           1018	 -0.105	 -0.165
           1019	 -0.105	 -0.205
           1020	 -0.095	 -0.185
           1021	 -0.095	 -0.195
           1022	 -0.105	 -0.195
           1023	 -0.095	 -0.155
           1024	 -0.065	 -0.205
           1025	 -0.075	 -0.215
           1026	 -0.085	 -0.205
           1027	 -0.085	 -0.205
           1028	 -0.075	 -0.185
           1029	 -0.075	 -0.185
           1030	 -0.075	 -0.115
           1031	 -0.055	 -0.095
           1032	 -0.025	 -0.195
           1033	 -0.055	 -0.245
           1034	 -0.055	 -0.215
           1035	 -0.035	 -0.195
           1036	 -0.025	 -0.175
           1037	 -0.015	 -0.155
           1038	  0.005	 -0.155
           1039	  0.015	 -0.145
           1040	  0.035	 -0.125
           1041	  0.045	 -0.105
           1042	  0.085	 -0.075
           1043	  0.095	 -0.085
           1044	  0.135	 -0.065
           1045	  0.175	 -0.055
           1046	  0.215	 -0.055
           1047	  0.235	  0.015
           1048	  0.285	 -0.025
           1049	  0.305	  0.025
           1050	  0.305	  0.005
           1051	  0.305	  0.025
           1052	  0.275	  0.035
           1053	  0.275	  0.105
           1054	  0.235	 -0.025
           1055	  0.155	 -0.065
           1056	  0.085	 -0.035
           1057	  0.015	 -0.065
           1058	 -0.045	 -0.105
           1059	 -0.085	 -0.165
           1060	 -0.135	 -0.175
           1061	 -0.135	 -0.155
           1062	 -0.155	 -0.155
           1063	 -0.155	 -0.225
           1064	 -0.165	 -0.215
           1065	 -0.175	 -0.195
           1066	 -0.185	 -0.185
           1067	 -0.185	 -0.175
           1068	 -0.185	 -0.195
           1069	 -0.175	 -0.185
           1070	 -0.185	 -0.185
           1071	 -0.165	 -0.135
           1072	 -0.165	 -0.185
           1073	 -0.165	 -0.195
           1074	 -0.165	 -0.175
           1075	 -0.165	 -0.185
           1076	 -0.145	 -0.065
           1077	 -0.125	 -0.165
           1078	 -0.115	 -0.215
           1079	 -0.125	 -0.185
           1080	 -0.115	 -0.165
           1081	 -0.115	 -0.185
           1082	 -0.115	 -0.175
           1083	 -0.115	 -0.175
           1084	 -0.105	 -0.175
           1085	 -0.115	 -0.175
           1086	 -0.105	 -0.165
           1087	 -0.115	 -0.155
           1088	 -0.125	 -0.175
           1089	 -0.115	 -0.175
           1090	 -0.125	 -0.165
           1091	 -0.125	 -0.175
           1092	 -0.125	 -0.165
           1093	 -0.125	 -0.185
           1094	 -0.115	 -0.165
           1095	 -0.125	 -0.185
           1096	 -0.125	 -0.185
           1097	 -0.135	 -0.165
           1098	 -0.135	 -0.165
           1099	 -0.115	 -0.185
           1100	 -0.135	 -0.195
           1101	 -0.145	 -0.175
           1102	 -0.125	 -0.165
           1103	 -0.135	 -0.185
           1104	 -0.115	 -0.165
           1105	 -0.135	 -0.185
           1106	 -0.145	 -0.185
           1107	 -0.125	 -0.165
           1108	 -0.125	 -0.115
           1109	 -0.135	 -0.145
           1110	 -0.115	 -0.215
           1111	 -0.125	 -0.255
           1112	 -0.125	 -0.215
           1113	 -0.135	 -0.185
           1114	 -0.135	 -0.175
           1115	 -0.125	 -0.185
           1116	 -0.135	 -0.165
           1117	 -0.125	 -0.155
           1118	 -0.115	 -0.165
           1119	 -0.135	 -0.185
           1120	 -0.135	 -0.145
           1121	 -0.125	 -0.165
           1122	 -0.135	 -0.165
           1123	 -0.125	 -0.165
           1124	 -0.115	 -0.155
           1125	 -0.145	 -0.165
           1126	 -0.125	 -0.145
           1127	 -0.125	 -0.185
           1128	 -0.135	 -0.155
           1129	 -0.135	 -0.135
           1130	 -0.115	 -0.135
           1131	 -0.125	 -0.185
           1132	 -0.125	 -0.175
           1133	 -0.125	 -0.155
           1134	 -0.115	 -0.155
           1135	 -0.135	 -0.055
           1136	 -0.105	 -0.175
           1137	 -0.115	 -0.215
           1138	 -0.135	 -0.185
           1139	 -0.125	 -0.155
           1140	 -0.115	 -0.165
           1141	 -0.125	 -0.145
           1142	 -0.105	 -0.145
           1143	 -0.105	 -0.155
           1144	 -0.115	 -0.145
           1145	 -0.115	 -0.175
           1146	 -0.115	 -0.165
           1147	 -0.125	 -0.155
           1148	 -0.105	 -0.145
           1149	 -0.075	 -0.145
           1150	 -0.085	 -0.145
           1151	 -0.105	 -0.085
           1152	 -0.095	 -0.145
           1153	 -0.105	 -0.105
           1154	 -0.095	 -0.135
           1155	 -0.095	 -0.245
           1156	 -0.085	 -0.235
           1157	 -0.095	 -0.205
           1158	 -0.095	 -0.195
           1159	 -0.085	 -0.205
           1160	 -0.095	 -0.175
           1161	 -0.115	 -0.185
           1162	 -0.125	 -0.135
           1163	 -0.105	 -0.165
           1164	 -0.115	 -0.155
           1165	 -0.105	 -0.135
           1166	 -0.095	 -0.145
           1167	 -0.085	 -0.155
           1168	 -0.115	 -0.145
           1169	 -0.095	 -0.125
           1170	  0.085	 -0.015
           1171	  0.505	 -0.015
           1172	  1.140	 -0.095
           1173	  1.395	 -0.225
           1174	  1.115	 -0.275
           1175	  0.475	  0.075
           1176	 -0.165	  0.505
           1177	 -0.595	  0.695
           1178	 -0.515	  0.705
           1179	 -0.515	  0.745
           1180	 -0.565	  0.845
           1181	 -0.555	  0.895
           1182	 -0.445	  0.945
           1183	 -0.235	  0.815
           1184	 -0.135	  0.255
           1185	 -0.145	 -0.055
           1186	 -0.155	 -0.125
           1187	 -0.125	 -0.185
           1188	 -0.135	 -0.195
           1189	 -0.125	 -0.175
           1190	 -0.125	 -0.225
           1191	 -0.125	 -0.235
           1192	 -0.105	 -0.105
           1193	 -0.095	 -0.195
           1194	 -0.125	 -0.295
           1195	 -0.105	 -0.255
           1196	 -0.095	 -0.205
           1197	 -0.095	 -0.225
           1198	 -0.095	 -0.215
           1199	 -0.095	 -0.205
           1200	 -0.095	 -0.175
           1201	 -0.055	 -0.145
           1202	 -0.075	 -0.215
           1203	 -0.065	 -0.225
           1204	 -0.045	 -0.205
           1205	 -0.045	 -0.175
           1206	 -0.025	 -0.175
           1207	 -0.025	 -0.165
           1208	 -0.015	 -0.135
           1209	 -0.005	 -0.125
           1210	  0.015	 -0.035
           1211	  0.055	 -0.115
           1212	  0.095	 -0.095
           1213	  0.125	 -0.095
           1214	  0.155	 -0.085
           1215	  0.195	 -0.025
           1216	  0.215	 -0.005
           1217	  0.235	  0.005
           1218	  0.245	  0.025
           1219	  0.275	  0.025
           1220	  0.275	  0.045
           1221	  0.255	  0.045
           1222	  0.215	  0.045
           1223	  0.165	  0.005
           1224	  0.105	 -0.025
           1225	  0.035	 -0.055
           1226	 -0.025	 -0.075
           1227	 -0.055	 -0.165
           1228	 -0.105	 -0.165
           1229	 -0.125	 -0.185
           1230	 -0.135	 -0.165
           1231	 -0.135	 -0.205
           1232	 -0.155	 -0.205
           1233	 -0.145	 -0.195
           1234	 -0.175	 -0.195
           1235	 -0.165	 -0.185
           1236	 -0.155	 -0.175
           1237	 -0.185	 -0.195
           1238	 -0.155	 -0.075
           1239	 -0.135	 -0.145
           1240	 -0.125	 -0.265
           1241	 -0.145	 -0.275
           1242	 -0.145	 -0.215
           1243	 -0.135	 -0.195
           1244	 -0.125	 -0.175
           1245	 -0.135	 -0.165
           1246	 -0.115	 -0.135
           1247	 -0.095	 -0.155
           1248	 -0.105	 -0.175
           1249	 -0.105	 -0.165
           1250	 -0.105	 -0.155
           1251	 -0.105	 -0.165
           1252	 -0.095	 -0.155
           1253	 -0.115	 -0.155
           1254	 -0.085	 -0.065
           1255	 -0.085	 -0.205
           1256	 -0.105	 -0.215
           1257	 -0.095	 -0.185
           1258	 -0.105	 -0.175
           1259	 -0.105	 -0.175
           1260	 -0.105	 -0.175
           1261	 -0.115	 -0.175
           1262	 -0.115	 -0.145
           1263	 -0.105	 -0.165
           1264	 -0.115	 -0.175
           1265	 -0.115	 -0.165
           1266	 -0.115	 -0.165
           1267	 -0.115	 -0.165
           1268	 -0.105	 -0.155
           1269	 -0.115	 -0.165
           1270	 -0.105	 -0.155
           1271	 -0.105	 -0.175
           1272	 -0.105	 -0.165
           1273	 -0.105	 -0.155
           1274	 -0.115	 -0.175
           1275	 -0.105	 -0.165
           1276	 -0.115	 -0.115
           1277	 -0.075	 -0.025
           1278	 -0.085	 -0.235
           1279	 -0.105	 -0.235
