sample interval	   ECG1	   ECG2
            962	 -0.105	 -0.085
            963	 -0.105	 -0.105
            964	 -0.085	 -0.075
            965	 -0.075	 -0.115
            966	 -0.105	 -0.115
            967	 -0.085	 -0.105
            968	 -0.085	 -0.105
            969	 -0.115	 -0.085
            970	 -0.095	 -0.105
            971	 -0.095	 -0.145
            972	 -0.105	 -0.115
            973	 -0.105	 -0.115
            974	 -0.105	 -0.135
            975	 -0.105	 -0.125
            976	 -0.075	 -0.105
            977	 -0.055	 -0.085
            978	 -0.055	 -0.105
            979	 -0.045	 -0.075
            980	 -0.035	 -0.045
            981	 -0.005	 -0.105
            982	  0.035	 -0.175
            983	 -0.015	 -0.175
            984	 -0.035	 -0.195
            985	 -0.035	 -0.215
            986	 -0.055	 -0.205
            987	 -0.095	 -0.155
            988	 -0.135	 -0.115
            989	 -0.145	 -0.155
            990	 -0.155	 -0.165
            991	 -0.145	 -0.145
            992	 -0.155	 -0.115
            993	 -0.135	 -0.105
            994	 -0.145	 -0.165
            995	 -0.145	 -0.165
            996	 -0.115	 -0.115
            997	 -0.155	 -0.175
            998	 -0.185	 -0.115
            999	  0.025	 -0.075
           1000	  0.575	 -0.425
           1001	  0.965	 -1.065
           1002	  0.485	 -1.425
           1003	  0.025	 -0.915
           1004	 -0.135	 -0.435
           1005	 -0.095	 -0.185
           1006	 -0.145	 -0.065
           1007	 -0.185	  0.005
           1008	 -0.185	  0.025
           1009	 -0.185	 -0.015
           1010	 -0.185	 -0.015
           1011	 -0.185	  0.015
           1012	 -0.175	 -0.015
           1013	 -0.165	 -0.005
           1014	 -0.185	  0.005
           1015	 -0.155	  0.045
           1016	 -0.135	 -0.015
           1017	 -0.145	  0.005
           1018	 -0.135	  0.025
           1019	 -0.125	  0.025
           1020	 -0.105	  0.045
           1021	 -0.095	  0.025
           1022	 -0.095	  0.015
           1023	 -0.075	  0.035
           1024	 -0.045	  0.055
           1025	 -0.035	  0.075
           1026	  0.005	  0.055
           1027	  0.045	  0.055
           1028	  0.075	  0.035
           1029	  0.095	  0.015
           1030	  0.105	  0.025
           1031	  0.135	  0.015
           1032	  0.125	  0.015
           1033	  0.115	 -0.045
           1034	  0.055	 -0.045
           1035	 -0.005	 -0.055
           1036	 -0.055	 -0.035
           1037	 -0.085	 -0.065
           1038	 -0.095	 -0.085
           1039	 -0.115	 -0.095
           1040	 -0.135	 -0.055
           1041	 -0.145	 -0.075
           1042	 -0.135	 -0.105
           1043	 -0.145	 -0.065
           1044	 -0.155	 -0.055
           1045	 -0.135	 -0.055
           1046	 -0.145	 -0.085
           1047	 -0.145	 -0.065
           1048	 -0.135	 -0.045
           1049	 -0.115	 -0.055
           1050	 -0.115	 -0.075
           1051	 -0.115	 -0.055
           1052	 -0.125	 -0.045
           1053	 -0.115	 -0.045
           1054	 -0.125	 -0.085
           1055	 -0.105	 -0.065
           1056	 -0.105	 -0.055
           1057	 -0.115	 -0.065
           1058	 -0.115	 -0.055
           1059	 -0.115	 -0.095
           1060	 -0.105	 -0.065
           1061	 -0.105	 -0.065
           1062	 -0.115	 -0.065
           1063	 -0.115	 -0.105
           1064	 -0.115	 -0.065
           1065	 -0.115	 -0.075
           1066	 -0.105	 -0.085
           1067	 -0.085	 -0.095
           1068	 -0.075	 -0.015
           1069	 -0.035	 -0.045
           1070	 -0.035	 -0.025
           1071	 -0.025	 -0.005
           1072	  0.015	 -0.085
           1073	  0.025	 -0.125
           1074	 -0.045	 -0.145
           1075	 -0.045	 -0.135
           1076	 -0.035	 -0.155
           1077	 -0.075	 -0.185
           1078	 -0.105	 -0.105
           1079	 -0.145	 -0.055
           1080	 -0.135	 -0.105
           1081	 -0.125	 -0.105
           1082	 -0.135	 -0.095
           1083	 -0.155	 -0.115
           1084	 -0.155	 -0.085
           1085	 -0.145	 -0.085
           1086	 -0.135	 -0.095
           1087	 -0.145	 -0.105
           1088	 -0.165	 -0.115
           1089	 -0.085	  0.005
           1090	  0.325	 -0.175
           1091	  0.855	 -0.745
           1092	  0.945	 -1.265
           1093	  0.305	 -1.275
           1094	 -0.085	 -0.685
           1095	 -0.155	 -0.305
           1096	 -0.095	 -0.035
           1097	 -0.145	  0.055
           1098	 -0.165	  0.025
           1099	 -0.175	  0.065
           1100	 -0.175	  0.055
           1101	 -0.175	  0.045
           1102	 -0.165	  0.025
           1103	 -0.165	  0.075
           1104	 -0.155	  0.095
           1105	 -0.125	  0.025
           1106	 -0.125	  0.045
           1107	 -0.125	  0.075
           1108	 -0.125	  0.075
           1109	 -0.105	  0.085
           1110	 -0.095	  0.055
           1111	 -0.065	  0.095
           1112	 -0.065	  0.085
           1113	 -0.015	  0.115
           1114	 -0.015	  0.125
           1115	  0.005	  0.105
           1116	  0.035	  0.125
           1117	  0.055	  0.115
           1118	  0.085	  0.105
           1119	  0.115	  0.095
           1120	  0.145	  0.115
           1121	  0.155	  0.095
           1122	  0.175	  0.085
           1123	  0.155	  0.045
           1124	  0.135	  0.015
           1125	  0.075	 -0.005
           1126	  0.015	 -0.015
           1127	 -0.035	 -0.005
           1128	 -0.055	 -0.055
           1129	 -0.065	 -0.025
           1130	 -0.095	 -0.025
           1131	 -0.105	 -0.065
           1132	 -0.095	 -0.015
           1133	 -0.105	 -0.035
           1134	 -0.105	 -0.045
           1135	 -0.105	 -0.025
           1136	 -0.105	 -0.025
           1137	 -0.075	 -0.055
           1138	 -0.105	 -0.055
           1139	 -0.095	 -0.025
           1140	 -0.075	 -0.005
           1141	 -0.095	 -0.015
           1142	 -0.085	 -0.055
           1143	 -0.075	 -0.045
           1144	 -0.075	 -0.025
           1145	 -0.055	  0.015
           1146	 -0.065	 -0.025
           1147	 -0.065	 -0.065
           1148	 -0.075	 -0.035
           1149	 -0.075	 -0.035
           1150	 -0.055	 -0.065
           1151	 -0.055	 -0.065
           1152	 -0.065	 -0.035
           1153	 -0.065	 -0.035
           1154	 -0.055	 -0.055
           1155	 -0.055	 -0.055
           1156	 -0.065	 -0.065
           1157	 -0.055	 -0.045
           1158	 -0.045	 -0.085
           1159	 -0.015	 -0.025
           1160	  0.005	 -0.015
           1161	 -0.005	  0.015
           1162	  0.015	 -0.005
           1163	  0.035	 -0.055
           1164	  0.095	 -0.065
           1165	  0.035	 -0.105
           1166	  0.005	 -0.165
           1167	  0.005	 -0.145
           1168	 -0.005	 -0.115
           1169	 -0.055	 -0.095
           1170	 -0.085	 -0.055
           1171	 -0.095	 -0.085
           1172	 -0.095	 -0.085
           1173	 -0.095	 -0.085
           1174	 -0.105	 -0.085
           1175	 -0.095	 -0.075
           1176	 -0.095	 -0.055
           1177	 -0.085	 -0.075
           1178	 -0.085	 -0.085
           1179	 -0.115	 -0.095
           1180	  0.035	  0.025
           1181	  0.525	 -0.325
           1182	  0.955	 -0.965
           1183	  0.675	 -1.475
           1184	  0.095	 -1.065
           1185	 -0.035	 -0.455
           1186	 -0.035	 -0.175
           1187	 -0.055	  0.025
           1188	 -0.125	  0.095
           1189	 -0.145	  0.065
           1190	 -0.135	  0.085
           1191	 -0.145	  0.075
           1192	 -0.125	  0.085
           1193	 -0.115	  0.075
           1194	 -0.125	  0.085
           1195	 -0.105	  0.085
           1196	 -0.095	  0.075
           1197	 -0.115	  0.065
           1198	 -0.095	  0.095
           1199	 -0.075	  0.105
           1200	 -0.065	  0.105
           1201	 -0.045	  0.095
           1202	 -0.045	  0.135
           1203	 -0.025	  0.115
           1204	  0.005	  0.145
           1205	 -0.005	  0.125
           1206	  0.025	  0.115
           1207	  0.065	  0.155
           1208	  0.105	  0.125
           1209	  0.125	  0.125
           1210	  0.165	  0.125
           1211	  0.185	  0.105
           1212	  0.195	  0.085
           1213	  0.205	  0.105
           1214	  0.185	  0.045
           1215	  0.145	  0.025
           1216	  0.095	 -0.025
           1217	  0.035	  0.005
           1218	  0.005	 -0.025
           1219	 -0.035	 -0.025
           1220	 -0.065	 -0.025
           1221	 -0.075	 -0.045
           1222	 -0.085	 -0.025
           1223	 -0.085	 -0.015
           1224	 -0.085	 -0.035
           1225	 -0.085	 -0.025
           1226	 -0.085	  0.005
           1227	 -0.075	 -0.035
           1228	 -0.065	 -0.035
           1229	 -0.065	 -0.035
           1230	 -0.075	 -0.005
           1231	 -0.085	 -0.035
           1232	 -0.065	 -0.035
           1233	 -0.065	 -0.025
           1234	 -0.075	 -0.015
           1235	 -0.065	 -0.025
           1236	 -0.045	 -0.015
           1237	 -0.065	 -0.005
           1238	 -0.065	 -0.055
           1239	 -0.055	 -0.055
           1240	 -0.065	 -0.055
           1241	 -0.055	 -0.045
           1242	 -0.055	 -0.015
           1243	 -0.055	 -0.085
           1244	 -0.055	 -0.065
           1245	 -0.075	 -0.075
           1246	 -0.065	 -0.085
           1247	 -0.055	 -0.055
           1248	 -0.055	 -0.065
           1249	 -0.015	 -0.045
           1250	 -0.005	  0.005
           1251	  0.005	 -0.025
           1252	  0.015	 -0.015
           1253	  0.005	 -0.035
           1254	  0.065	 -0.105
           1255	  0.035	 -0.095
           1256	  0.015	 -0.145
           1257	  0.015	 -0.165
           1258	  0.005	 -0.155
           1259	 -0.045	 -0.115
           1260	 -0.065	 -0.075
           1261	 -0.095	 -0.105
           1262	 -0.105	 -0.105
           1263	 -0.095	 -0.105
           1264	 -0.105	 -0.085
           1265	 -0.105	 -0.075
           1266	 -0.105	 -0.105
           1267	 -0.105	 -0.065
           1268	 -0.095	 -0.095
           1269	 -0.085	 -0.105
           1270	 -0.155	 -0.105
           1271	 -0.045	  0.045
           1272	  0.405	 -0.285
           1273	  0.845	 -0.925
           1274	  0.705	 -1.465
           1275	  0.065	 -1.135
           1276	 -0.085	 -0.500
           1277	 -0.065	 -0.185
           1278	 -0.105	 -0.005
           1279	 -0.155	  0.045
