sample interval	   ECG1	   ECG2
            995	  0.100	  0.410
            996	 -0.370	  0.150
            997	 -0.360	  0.180
            998	 -0.420	  0.310
            999	 -0.070	  0.420
           1000	 -0.460	  0.620
           1001	  0.080	  0.010
           1002	 -0.530	  0.520
           1003	 -0.540	  0.570
           1004	 -0.190	  0.530
           1005	 -0.290	  0.220
           1006	 -0.550	  0.520
           1007	 -0.140	  0.240
           1008	 -0.610	  0.450
           1009	 -0.400	  0.520
           1010	 -0.400	  0.520
           1011	  0.180	  0.830
           1012	  0.150	  0.510
           1013	  0.410	 -0.130
           1014	  1.045	 -0.770
           1015	  1.680	 -1.410
           1016	  1.040	 -1.470
           1017	  0.400	 -0.920
           1018	 -0.240	 -0.285
           1019	 -0.830	  0.350
           1020	 -0.680	  0.860
           1021	 -0.560	  0.720
           1022	 -0.290	  0.220
           1023	 -0.270	  0.460
           1024	 -0.560	  0.590
           1025	 -0.340	  0.570
           1026	 -0.100	  0.440
           1027	 -0.300	  0.720
           1028	 -0.480	  0.410
           1029	 -0.210	  0.670
           1030	 -0.210	  0.510
           1031	 -0.260	  0.680
           1032	  0.000	  0.650
           1033	 -0.150	  0.850
           1034	 -0.030	  0.510
           1035	 -0.260	  0.670
           1036	  0.080	  0.520
           1037	  0.070	  0.700
           1038	 -0.150	  0.840
           1039	  0.380	  0.680
           1040	  0.250	  1.070
           1041	  0.360	  0.500
           1042	  0.650	  0.920
           1043	  0.720	  0.800
           1044	  0.820	  0.730
           1045	  0.860	  0.830
           1046	  1.040	  0.830
           1047	  0.990	  0.760
           1048	  0.890	  0.730
           1049	  1.000	  0.560
           1050	  0.750	  0.700
           1051	  0.280	  0.550
           1052	  0.040	  0.500
           1053	 -0.030	  0.570
           1054	  0.150	  0.470
           1055	 -0.090	  0.400
           1056	 -0.190	  0.390
           1057	 -0.130	  0.520
           1058	  0.110	  0.280
           1059	 -0.490	  0.500
           1060	 -0.030	  0.370
           1061	 -0.310	  0.540
           1062	 -0.370	  0.520
           1063	 -0.240	  0.480
           1064	 -0.280	  0.540
           1065	 -0.380	  0.580
           1066	 -0.160	  0.600
           1067	 -0.050	  0.480
           1068	 -0.390	  0.650
           1069	 -0.350	  0.600
           1070	 -0.310	  0.630
           1071	 -0.230	  0.550
           1072	 -0.060	  0.610
           1073	 -0.420	  0.530
           1074	 -0.020	  0.570
           1075	 -0.450	  0.640
           1076	 -0.160	  0.500
           1077	 -0.450	  0.710
           1078	 -0.220	  0.410
           1079	 -0.470	  0.610
           1080	 -0.280	  0.410
           1081	 -0.140	  0.480
           1082	 -0.200	  0.510
           1083	 -0.190	  0.490
           1084	 -0.240	  0.540
           1085	 -0.320	  0.560
           1086	 -0.020	  0.500
           1087	  0.020	  0.520
           1088	 -0.230	  0.340
           1089	 -0.230	  0.370
           1090	 -0.270	  0.330
           1091	 -0.130	  0.330
           1092	 -0.200	  0.320
           1093	 -0.210	  0.230
           1094	 -0.150	  0.410
           1095	 -0.430	  0.420
           1096	 -0.250	  0.420
           1097	 -0.170	  0.400
           1098	 -0.280	  0.410
           1099	 -0.510	  0.390
           1100	 -0.260	  0.420
           1101	 -0.290	  0.360
           1102	 -0.140	  0.330
           1103	 -0.390	  0.390
           1104	 -0.210	  0.350
           1105	 -0.290	  0.440
           1106	 -0.020	  0.620
           1107	  0.320	  0.620
           1108	  0.955	 -0.020
           1109	  1.590	 -0.660
           1110	  2.225	 -1.300
           1111	  1.585	 -1.640
           1112	  0.945	 -1.380
           1113	  0.305	 -0.745
           1114	 -0.335	 -0.110
           1115	 -0.400	  0.370
           1116	 -0.380	  0.390
           1117	 -0.300	  0.400
           1118	 -0.350	  0.380
           1119	 -0.200	  0.380
           1120	 -0.250	  0.380
           1121	 -0.150	  0.350
           1122	 -0.140	  0.390
           1123	 -0.060	  0.260
           1124	 -0.150	  0.450
           1125	 -0.260	  0.360
           1126	  0.010	  0.360
           1127	 -0.300	  0.370
           1128	 -0.110	  0.370
           1129	 -0.080	  0.390
           1130	  0.020	  0.380
           1131	  0.010	  0.330
           1132	  0.200	  0.480
           1133	  0.170	  0.480
           1134	  0.300	  0.450
           1135	  0.400	  0.500
           1136	  0.550	  0.540
           1137	  0.520	  0.570
           1138	  0.610	  0.590
           1139	  0.890	  0.540
           1140	  0.860	  0.600
           1141	  0.850	  0.590
           1142	  0.990	  0.540
           1143	  0.960	  0.550
           1144	  0.950	  0.440
           1145	  0.800	  0.400
           1146	  0.610	  0.310
           1147	  0.390	  0.300
           1148	  0.230	  0.220
           1149	  0.070	  0.200
           1150	  0.040	  0.120
           1151	 -0.020	  0.160
           1152	 -0.100	  0.120
           1153	 -0.120	  0.110
           1154	 -0.060	  0.120
           1155	 -0.130	  0.070
           1156	  0.060	  0.160
           1157	 -0.280	  0.140
           1158	 -0.210	  0.120
           1159	 -0.110	  0.170
           1160	 -0.070	  0.180
           1161	 -0.070	  0.210
           1162	 -0.130	  0.200
           1163	 -0.100	  0.210
           1164	 -0.120	  0.240
           1165	 -0.090	  0.190
           1166	 -0.060	  0.220
           1167	 -0.180	  0.210
           1168	 -0.060	  0.180
           1169	 -0.110	  0.240
           1170	 -0.210	  0.160
           1171	 -0.180	  0.140
           1172	 -0.170	  0.160
           1173	 -0.120	  0.090
           1174	 -0.190	  0.140
           1175	 -0.230	  0.170
           1176	 -0.200	  0.120
           1177	 -0.190	  0.120
           1178	 -0.110	  0.130
           1179	 -0.190	  0.130
           1180	  0.070	  0.140
           1181	 -0.320	  0.220
           1182	 -0.120	  0.180
           1183	 -0.050	  0.180
           1184	  0.010	  0.000
           1185	  0.010	 -0.050
           1186	 -0.150	 -0.020
           1187	 -0.260	 -0.010
           1188	 -0.200	 -0.060
           1189	 -0.110	 -0.130
           1190	 -0.260	 -0.050
           1191	 -0.150	 -0.040
           1192	 -0.110	  0.080
           1193	 -0.350	  0.090
           1194	 -0.250	  0.030
           1195	 -0.260	 -0.010
           1196	 -0.340	  0.040
           1197	 -0.260	  0.010
           1198	 -0.280	 -0.030
           1199	 -0.140	  0.020
           1200	 -0.370	  0.030
           1201	 -0.240	  0.000
           1202	 -0.180	  0.270
           1203	 -0.010	  0.450
           1204	  0.180	 -0.190
           1205	  0.815	 -0.830
           1206	  1.450	 -1.470
           1207	  2.060	 -2.110
           1208	  1.420	 -2.250
           1209	  0.780	 -1.615
           1210	  0.140	 -0.980
           1211	 -0.500	 -0.345
           1212	 -0.310	  0.110
           1213	 -0.240	  0.140
           1214	 -0.290	  0.170
           1215	 -0.260	  0.150
           1216	 -0.280	  0.180
           1217	 -0.200	  0.200
           1218	 -0.150	  0.180
           1219	 -0.230	  0.170
           1220	 -0.160	  0.180
           1221	 -0.160	  0.190
           1222	 -0.110	  0.230
           1223	 -0.140	  0.230
           1224	 -0.110	  0.230
           1225	  0.150	  0.290
           1226	 -0.100	  0.260
           1227	  0.050	  0.320
           1228	  0.130	  0.340
           1229	  0.170	  0.380
           1230	  0.300	  0.420
           1231	  0.330	  0.450
           1232	  0.450	  0.500
           1233	  0.530	  0.560
           1234	  0.680	  0.600
           1235	  0.710	  0.500
           1236	  0.880	  0.560
           1237	  0.900	  0.540
           1238	  0.910	  0.520
           1239	  0.970	  0.470
           1240	  0.900	  0.350
           1241	  0.770	  0.330
           1242	  0.660	  0.160
           1243	  0.500	  0.180
           1244	  0.270	  0.110
           1245	  0.270	  0.120
           1246	  0.070	  0.110
           1247	  0.060	  0.010
           1248	 -0.010	  0.020
           1249	 -0.080	  0.080
           1250	 -0.050	  0.050
           1251	 -0.030	  0.070
           1252	 -0.180	  0.100
           1253	 -0.100	  0.100
           1254	 -0.040	  0.120
           1255	 -0.110	  0.120
           1256	 -0.160	  0.210
           1257	 -0.290	  0.170
           1258	 -0.090	  0.200
           1259	 -0.300	  0.220
           1260	 -0.190	  0.160
           1261	 -0.130	  0.230
           1262	 -0.220	  0.230
           1263	 -0.250	  0.140
           1264	 -0.200	  0.140
           1265	 -0.140	  0.160
           1266	 -0.180	  0.180
           1267	 -0.190	  0.140
           1268	 -0.210	  0.140
           1269	 -0.150	  0.090
           1270	 -0.240	  0.060
           1271	 -0.170	  0.090
           1272	 -0.180	  0.060
           1273	 -0.230	  0.090
           1274	 -0.170	  0.070
           1275	 -0.160	  0.070
           1276	 -0.220	  0.070
           1277	 -0.090	  0.080
           1278	 -0.070	  0.070
           1279	 -0.120	  0.130
